2019-03-05 04:44:13,https://twitter.com/realDonaldTrump/status/1102791903324631040
2019-03-05 04:33:57,https://twitter.com/realDonaldTrump/status/1102789320707108864
2019-03-05 03:50:37,https://twitter.com/realDonaldTrump/status/1102778414304555008
2019-03-05 02:24:38,https://twitter.com/realDonaldTrump/status/1102756777349795840
2019-03-05 02:10:34,https://twitter.com/realDonaldTrump/status/1102753238451929088
2019-03-05 02:04:29,https://twitter.com/realDonaldTrump/status/1102751706444636160
2019-03-05 01:59:32,https://twitter.com/realDonaldTrump/status/1102750461466152961
2019-03-04 20:53:21,https://twitter.com/realDonaldTrump/status/1102673406804279297
2019-03-04 20:17:23,https://twitter.com/realDonaldTrump/status/1102664356532273152
2019-03-04 20:06:34,https://twitter.com/realDonaldTrump/status/1102661631568461824
2019-03-04 19:53:49,https://twitter.com/realDonaldTrump/status/1102658425505366018
2019-03-04 16:17:28,https://twitter.com/realDonaldTrump/status/1102603979442270208
2019-03-04 03:24:20,https://twitter.com/realDonaldTrump/status/1102409412004757505
2019-03-04 03:10:19,https://twitter.com/realDonaldTrump/status/1102405884016250880
2019-03-04 01:28:47,https://twitter.com/realDonaldTrump/status/1102380332072996864
2019-03-04 01:24:41,https://twitter.com/realDonaldTrump/status/1102379301436047360
2019-03-04 01:20:08,https://twitter.com/realDonaldTrump/status/1102378156571402240
2019-03-04 01:08:40,https://twitter.com/realDonaldTrump/status/1102375269506170880
2019-03-04 01:07:52,https://twitter.com/realDonaldTrump/status/1102375070536790018
2019-03-04 01:01:01,https://twitter.com/realDonaldTrump/status/1102373344987496448
2019-03-04 00:08:18,https://twitter.com/realDonaldTrump/status/1102360081247682561
2019-03-04 00:02:53,https://twitter.com/realDonaldTrump/status/1102358716903579649
2019-03-03 20:18:23,https://twitter.com/realDonaldTrump/status/1102302218903003141
2019-03-03 19:52:56,https://twitter.com/realDonaldTrump/status/1102295815794626560
2019-03-03 19:23:01,https://twitter.com/realDonaldTrump/status/1102288283713896448
2019-03-03 16:02:13,https://twitter.com/realDonaldTrump/status/1102237752744120322
2019-03-03 15:44:10,https://twitter.com/realDonaldTrump/status/1102233209708924930
2019-03-03 01:39:36,https://twitter.com/realDonaldTrump/status/1102020668135272454
2019-03-03 00:48:00,https://twitter.com/realDonaldTrump/status/1102007681588563969
2019-03-03 00:34:51,https://twitter.com/realDonaldTrump/status/1102004371225751557
2019-03-03 00:27:40,https://twitter.com/realDonaldTrump/status/1102002565116542976
2019-03-02 16:21:42,https://twitter.com/realDonaldTrump/status/1101880269106221058
2019-03-02 15:44:33,https://twitter.com/realDonaldTrump/status/1101870920795373569
